system:index,Npp,Npp_QC,author_yr,max_year,min_year,year,.geo
2012_01_01_0000000000000000005c,651.0,63.0,Rozenfield et al 2012,2009,2004,2012.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2012_01_01_0000000000000000005d,651.0,63.0,Rozenfield et al 2012,2009,2004,2012.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2012_01_01_0000000000000000005e,651.0,63.0,Rozenfield et al 2012,2009,2004,2012.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2012_01_01_0000000000000000008e,,,Bezard et al 2015,2008,2005,2012.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2012_01_01_0000000000000000008f,,,Bezard et al 2015,2008,2005,2012.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2012_01_01_00000000000000000090,,,Bezard et al 2015,2008,2005,2012.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2012_01_01_00000000000000000091,,,Bezard et al 2015,2008,2005,2012.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2012_01_01_00000000000000000092,,,Bezard et al 2015,2008,2005,2012.0,"{""type"":""Point"",""coordinates"":[-26.38000170027633,69.48000031998914]}"
2012_01_01_0000000000000000001b,1892.0,24.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_0000000000000000001c,1892.0,24.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_0000000000000000001d,1892.0,24.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_0000000000000000001e,2063.0,41.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_0000000000000000001f,2063.0,41.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_00000000000000000020,2063.0,41.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_00000000000000000021,2144.0,29.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2012_01_01_00000000000000000022,2144.0,29.0,Gustine et al. 2012,2008,2006,2012.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2012_01_01_00000000000000000025,1892.0,24.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_00000000000000000026,1892.0,24.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_00000000000000000027,1892.0,24.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2012_01_01_00000000000000000028,2144.0,29.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2012_01_01_00000000000000000029,2144.0,29.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2012_01_01_0000000000000000002a,2832.0,23.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2012_01_01_0000000000000000002b,2832.0,23.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2012_01_01_0000000000000000002c,2063.0,41.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_0000000000000000002d,2063.0,41.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_0000000000000000002e,2063.0,41.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2012_01_01_0000000000000000002f,2333.0,26.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[116.99999813601018,69.00000038709096]}"
2012_01_01_00000000000000000030,2196.0,36.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[115.00000213151867,66.0000019212526]}"
2012_01_01_00000000000000000031,2316.0,78.0,Gustine et al. 2014,2009,2006,2012.0,"{""type"":""Point"",""coordinates"":[51.999998676104404,66.99999992349836]}"
2012_01_01_00000000000000000023,2832.0,23.0,Gustine et al. 2012,2008,2007,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2012_01_01_00000000000000000024,2832.0,23.0,Gustine et al. 2012,2008,2007,2012.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,62.999998996313174]}"
2012_01_01_0000000000000000003e,1673.0,25.0,Jung et al 2015,2010,2009,2012.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
2012_01_01_0000000000000000003f,1673.0,25.0,Jung et al 2015,2010,2009,2012.0,"{""type"":""Point"",""coordinates"":[163.49999888156074,67.799998325295]}"
2012_01_01_00000000000000000055,,,Ophof et al. 2013,,2011,2012.0,"{""type"":""Point"",""coordinates"":[-26.999999569848498,69.2999997877647]}"
2012_01_01_00000000000000000056,,,Ophof et al. 2013,,2011,2012.0,"{""type"":""Point"",""coordinates"":[-26.999999569848498,69.2999997877647]}"
2012_01_01_00000000000000000036,1848.0,42.0,Joly and Cameron 2018,2013,2011,2012.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2012_01_01_00000000000000000037,1848.0,42.0,Joly and Cameron 2018,2013,2011,2012.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2012_01_01_00000000000000000038,1848.0,42.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2012_01_01_00000000000000000039,1848.0,42.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2012_01_01_0000000000000000003a,1848.0,42.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[156.00000048741427,67.09999972372295]}"
2012_01_01_0000000000000000003b,1976.0,30.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2012_01_01_0000000000000000003c,1976.0,30.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2012_01_01_0000000000000000003d,1976.0,30.0,Joly et al 2015,2013,2012,2012.0,"{""type"":""Point"",""coordinates"":[151.99999956022907,67.09999972372295]}"
2012_01_01_00000000000000000077,1006.0,32.0,Christopherson et al. 2019,,2015,2012.0,"{""type"":""Point"",""coordinates"":[66.0700008895896,48.559998413817254]}"
2013_01_01_00000000000000000075,,,Staaland and White 1991,,,2013.0,"{""type"":""Point"",""coordinates"":[-15.000001247393966,77.90000044348255]}"
2013_01_01_00000000000000000076,,,Staaland and White 1991,,,2013.0,"{""type"":""Point"",""coordinates"":[-15.000001247393966,77.90000044348255]}"
2013_01_01_00000000000000000089,1058.0,34.0,Bergerud 1972,,1959,2013.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2013_01_01_0000000000000000008a,1058.0,34.0,Bergerud 1972,,1959,2013.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2013_01_01_0000000000000000008b,1058.0,34.0,Bergerud 1972,,1959,2013.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2013_01_01_0000000000000000008c,1058.0,34.0,Bergerud 1972,,1959,2013.0,"{""type"":""Point"",""coordinates"":[53.00000113745124,48.50000120914315]}"
2013_01_01_00000000000000000082,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000083,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000084,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000085,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000086,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000087,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_00000000000000000088,,,Gaare and Skogland 1975,,1970,2013.0,"{""type"":""Point"",""coordinates"":[-7.249998893585013,60.030001362362384]}"
2013_01_01_0000000000000000007d,1102.0,68.0,Thomas and Edmonds 1983,1977,1974,2013.0,"{""type"":""Point"",""coordinates"":[93.5192994815833,73.24670108005807]}"
2013_01_01_0000000000000000007e,1616.0,47.0,Thomas and Edmonds 1983,1977,1974,2013.0,"{""type"":""Point"",""coordinates"":[99.4691984129246,72.67660055127395]}"
2013_01_01_0000000000000000007f,1606.0,27.0,Thomas and Edmonds 1983,1977,1974,2013.0,"{""type"":""Point"",""coordinates"":[127.99999845621896,70.34000038556096]}"
2013_01_01_00000000000000000080,372.0,100.0,Thomas and Edmonds 1983,1977,1974,2013.0,"{""type"":""Point"",""coordinates"":[111.30000060500718,75.3000011785425]}"
2013_01_01_00000000000000000081,,,Thomas and Edmonds 1983,1977,1974,2013.0,"{""type"":""Point"",""coordinates"":[118.97209800431136,76.77750201709652]}"
2013_01_01_00000000000000000004,1751.0,32.0,Boertje 1984,1980,1978,2013.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2013_01_01_00000000000000000005,1751.0,32.0,Boertje 1984,1980,1978,2013.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2013_01_01_00000000000000000006,1751.0,32.0,Boertje 1984,1980,1978,2013.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2013_01_01_00000000000000000007,1751.0,32.0,Boertje 1984,1980,1978,2013.0,"{""type"":""Point"",""coordinates"":[150.2999984973102,63.29999839698691]}"
2013_01_01_0000000000000000008d,2230.0,19.0,Thomas and Hervieux 1986,1981,1980,2013.0,"{""type"":""Point"",""coordinates"":[124.00000198813481,64.00000145766]}"
2013_01_01_00000000000000000061,969.0,29.0,Schaefer et al. 2016,1989,1980,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000057,4611.0,26.0,Rominger and Oldemeyer 1990,1986,1983,2013.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2013_01_01_00000000000000000058,4611.0,26.0,Rominger and Oldemeyer 1990,1986,1983,2013.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2013_01_01_00000000000000000059,4611.0,26.0,Rominger and Oldemeyer 1990,1986,1983,2013.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2013_01_01_0000000000000000005a,4611.0,26.0,Rominger and Oldemeyer 1990,1986,1983,2013.0,"{""type"":""Point"",""coordinates"":[117.52000066445886,51.389998111094066]}"
2013_01_01_00000000000000000043,,,Kojola et al 1995,1992,1988,2013.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2013_01_01_00000000000000000044,,,Kojola et al 1995,1992,1988,2013.0,"{""type"":""Point"",""coordinates"":[-26.000001567602734,69.00000038709096]}"
2013_01_01_0000000000000000005f,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000062,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000065,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000067,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000069,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_0000000000000000006b,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_0000000000000000006d,969.0,29.0,Schaefer et al. 2016,1999,1990,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000000,1497.0,55.0,Barten et al 2001,1993,1992,2013.0,"{""type"":""Point"",""coordinates"":[143.24999920417434,61.429998565506466]}"
2013_01_01_00000000000000000078,1019.0,64.0,Larter and Nagy 1997,1994,1993,2013.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2013_01_01_00000000000000000079,1019.0,64.0,Larter and Nagy 1997,1994,1993,2013.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2013_01_01_0000000000000000007a,1019.0,64.0,Larter and Nagy 1997,1994,1993,2013.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2013_01_01_0000000000000000007b,1019.0,64.0,Larter and Nagy 1997,1994,1993,2013.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2013_01_01_0000000000000000007c,1019.0,64.0,Larter and Nagy 1997,1994,1993,2013.0,"{""type"":""Point"",""coordinates"":[120.0000010609496,73.00000131427616]}"
2013_01_01_00000000000000000045,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_00000000000000000046,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_00000000000000000047,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_00000000000000000048,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_00000000000000000049,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004a,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004b,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004c,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004d,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004e,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000004f,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_00000000000000000050,1320.0,36.0,Larter and Nagy 2004,1998,1993,2013.0,"{""type"":""Point"",""coordinates"":[122.00000152454218,72.49999785405224]}"
2013_01_01_0000000000000000006f,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000070,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000071,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000072,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000073,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000074,,,Sormo et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.000000176824933,79.45000180606456]}"
2013_01_01_00000000000000000093,,,Mathiesen et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-20.99999817907071,69.00000038709096]}"
2013_01_01_00000000000000000094,,,Mathiesen et al 1999,,1994,2013.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2013_01_01_00000000000000000051,,,Mathiesen et al 2000,1996,1995,2013.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2013_01_01_00000000000000000052,,,Mathiesen et al 2000,1996,1995,2013.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2013_01_01_00000000000000000053,,,Mathiesen et al 2000,1996,1995,2013.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2013_01_01_00000000000000000054,,,Mathiesen et al 2000,1996,1995,2013.0,"{""type"":""Point"",""coordinates"":[-22.999998642663307,69.00000038709096]}"
2013_01_01_00000000000000000008,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000009,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000a,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000b,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000c,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000d,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000e,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000000f,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000010,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000011,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000012,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000013,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000014,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000015,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000016,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000017,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000018,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000019,2150.0,24.0,Finstand and Kielland 2011,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000032,2161.0,27.0,Ihl 2010,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[162.99999988043785,66.99999992349836]}"
2013_01_01_00000000000000000033,2150.0,24.0,Ihl 2010,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000034,2150.0,24.0,Ihl and Klein 2001,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_00000000000000000035,2150.0,24.0,Ihl and Klein 2001,1997,1996,2013.0,"{""type"":""Point"",""coordinates"":[164.67499876375004,65.28499844463572]}"
2013_01_01_0000000000000000001a,3598.0,27.0,Fischer and Gates 2005,2000,1999,2013.0,"{""type"":""Point"",""coordinates"":[136.99999831283512,62.000000994067406]}"
2013_01_01_00000000000000000001,,,Bjorkvoll et al 2009,2002,1999,2013.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2013_01_01_00000000000000000002,,,Bjorkvoll et al 2009,2002,1999,2013.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2013_01_01_00000000000000000003,,,Bjorkvoll et al 2009,2002,1999,2013.0,"{""type"":""Point"",""coordinates"":[-15.00000124739397,78.00000024370713]}"
2013_01_01_00000000000000000060,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000063,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000064,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000066,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000068,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_0000000000000000006a,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_0000000000000000006c,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_0000000000000000006e,969.0,29.0,Schaefer et al. 2016,2009,2000,2013.0,"{""type"":""Point"",""coordinates"":[55.000001601043834,48.00000220802026]}"
2013_01_01_00000000000000000040,751.0,42.0,Kazmin et al 2011,2007,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_00000000000000000041,751.0,42.0,Kazmin et al 2011,2007,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_00000000000000000042,751.0,42.0,Kazmin et al 2011,2007,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_0000000000000000005b,751.0,42.0,Rozenfield et al 2012,2009,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_0000000000000000005c,751.0,42.0,Rozenfield et al 2012,2009,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_0000000000000000005d,751.0,42.0,Rozenfield et al 2012,2009,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_0000000000000000005e,751.0,42.0,Rozenfield et al 2012,2009,2004,2013.0,"{""type"":""Point"",""coordinates"":[179.3799992627512,71.10999795546998]}"
2013_01_01_0000000000000000008e,,,Bezard et al 2015,2008,2005,2013.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2013_01_01_0000000000000000008f,,,Bezard et al 2015,2008,2005,2013.0,"{""type"":""Point"",""coordinates"":[-26.459997973175156,69.58000012021373]}"
2013_01_01_00000000000000000090,,,Bezard et al 2015,2008,2005,2013.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2013_01_01_00000000000000000091,,,Bezard et al 2015,2008,2005,2013.0,"{""type"":""Point"",""coordinates"":[-26.9999995698485,68.80000078664182]}"
2013_01_01_00000000000000000092,,,Bezard et al 2015,2008,2005,2013.0,"{""type"":""Point"",""coordinates"":[-26.38000170027633,69.48000031998914]}"
2013_01_01_0000000000000000001b,1680.0,40.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2013_01_01_0000000000000000001c,1680.0,40.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2013_01_01_0000000000000000001d,1680.0,40.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2013_01_01_0000000000000000001e,2220.0,32.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_0000000000000000001f,2220.0,32.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_00000000000000000020,2220.0,32.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[160.00000141459947,66.0000019212526]}"
2013_01_01_00000000000000000021,1749.0,19.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2013_01_01_00000000000000000022,1749.0,19.0,Gustine et al. 2012,2008,2006,2013.0,"{""type"":""Point"",""coordinates"":[138.00000077418193,62.000000994067406]}"
2013_01_01_00000000000000000025,1680.0,40.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2013_01_01_00000000000000000026,1680.0,40.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
2013_01_01_00000000000000000027,1680.0,40.0,Gustine et al. 2014,2009,2006,2013.0,"{""type"":""Point"",""coordinates"":[149.99999909663651,69.00000038709096]}"
